fintec_url_date_date;fintec_url_date_user;fintec_url_date_comments
17/8/2020 11:57;sd99;@menort...why u say scam lei? perhaps you are not happy for a reason....
17/8/2020 12:24;azta12;collect and hold
17/8/2020 14:30;menort;"There must be a reason for a very long time fintec is just a penny stock. No dividend,no bonus, keep dilute its share and trap many investor.
If fintec is genuine the share price not categorize as a penny stock for a long time.
In the past many who bought fintec got trap to fintec syndicate eating money.
If got chance to get out better get out now."
17/8/2020 15:45;xyuexu;@Noemo how u know the PAT is 130m mil for Q2?
17/8/2020 16:35;sd99;Lets see where it goes - short term
17/8/2020 16:51;Useless;Most shareholders here like my ID?
17/8/2020 16:54;Useless;Go to Insas thread how they promote Insas gain from Inari surge.
17/8/2020 17:07;Useless;None got balls to ask Fintec to sell Focus above RM 2? Or you don't know Fintec own Focus more true?
17/8/2020 17:08;Useless;No sell Focus so far is right but for how long? Wait Focus drop like gloves only regret?
17/8/2020 17:44;Naz90;come on fintec sell focus position.. let fintec share soar
17/8/2020 22:09;AlfI3;Fintec os supporting focus share prc very well n attentive to ensure focus prc stabilise
18/8/2020 8:18;Warrenbuffet888;Fintec 0150 coming boost rocket
18/8/2020 9:53;poorkid;PA 5.5 sen, Fintec 11 sen bec poor like myself?
18/8/2020 9:53;poorkid;Poor how to buy Focus >RM 2?
18/8/2020 10:08;singkalin;Keep diluting the share by share conversion, and the price 0.160. Wah !!! untung banyak just by conversion.
18/8/2020 10:51;newbie5354_;"You sold Fintec so post like this? As newbie pls answer me.
AlfI3 Fintec os supporting focus share prc very well n attentive to ensure focus prc stabilise
17/08/2020 10:09 PM"
18/8/2020 10:52;newbie5354_;Pls show proof about your post AlfI3.
18/8/2020 11:16;newbie5354_;Komarkcorp bought at 0.4 now >0.7 why is bad buy?
18/8/2020 11:22;newbie5354_;"0150 where? Even 0.12 where? KYY, OTB not here no 1 reason?
Warrenbuffet888 Fintec 0150 coming boost rocket
18/08/2020 8:18 AM"
18/8/2020 11:23;sd99;newbie5354 - please do your own analysis, don't simply listen to others...semua ada agenda :)
18/8/2020 11:24;sd99;Fintec is so cheap, look at their holdings...+ based on my analysis it will fly soon... I already park 100 lots here
18/8/2020 11:42;gghaha;if all analysis is so good....the world will hv alot of Warren buffett and no more ppl losing money in mkt where those earning come from........:)
18/8/2020 12:05;sd99;what i have learnt is some stocks analysis works, but for most no..look at the current market...economy is crashing but some unrelated stocks are flying..sometimes we just have to get in quick and get out quicker...
18/8/2020 12:07;sd99;many ah longs...kaki judi and etc opened cds account to gamble in the share market...look at the number of new cds registrations for past 5 months, then you will know... this fellaz come to just push up and run away quickly after making profit... so again, only fundamentally strong stock can rebound...other wills be just for short term.
18/8/2020 13:01;pineapple123;"The next wave for Fintec will be breaking .175 and settle at 20c.
Hope the management can push up their shares to become like Focus and Komark."
18/8/2020 18:30;sd99;If break .175 good lei... 100% profit :)
18/8/2020 21:43;Peru1968;Not sure what Fintec gameplan holding few hundred millions Focus share about 25% of total share. If sell now make tons of money.
18/8/2020 22:14;Danmao;Fintec will not sell focus
18/8/2020 22:29;scenery;why not? price not high enough?
18/8/2020 22:38;Up_again;"Hahaha the trolls like menort
Fail to push down gloves further
Now come fintec pula"
18/8/2020 23:57;Danmao;U got to know why fintec was set up.. fintec is not goreng goreng investment company so they most likely will not sell, if fintec sell now then it break the purpose of setting up fintec global
19/8/2020 8:16;Warrenbuffet888;Atttention Lady and gentlemen, Fintec rocket show will start 45m from now onward.
19/8/2020 8:30;TradeNewBie;already loaded in.... waiting it to shoot up
19/8/2020 8:31;TradeNewBie;yesterday saw many buying up 0.12
19/8/2020 8:32;TradeNewBie;today will have good show ...
19/8/2020 9:19;sd99;Tmw holiday.. i don't think will up further
19/8/2020 10:08;i3gambler;"https://klse.i3investor.com/blogs/gambler/2020-08-19-story-h1512418784...
Bet on FINTEC-PA"
19/8/2020 10:10;Pineapple456;0.2 next month. Still adding mom and PA.
19/8/2020 10:16;Pineapple456;Most stocks QR reporting very poor in Aug'20 but not Fintec.
19/8/2020 10:19;Pineapple456;Q2 2021 QR in Nov'20 is record profit?
19/8/2020 10:20;Pineapple456;Can go for cheaper PA if mom expensive.
19/8/2020 10:59;cyl388;when is qtr report
19/8/2020 11:27;Gunnerman;end of sept
19/8/2020 11:29;Gunnerman;i dun think qr wouldn't help much to push the price as market a lots ppl already knew their qr nice.
19/8/2020 11:30;Gunnerman;unless their qr profit much higher than market estimated
19/8/2020 12:35;kkl123;"this coming qr not good , Only make 250millions
next qr closed on end septembet ., ref to focus komark and others make 800millionds, more than top glove
pbb"
19/8/2020 12:35;heavenlarr;komark up fintec no up =C
19/8/2020 12:36;8888_;"Why not end-Aug?
Gunnerman end of sept
19/08/2020 11:27 AM"
19/8/2020 13:07;Gunnerman;last qr june, right?
19/8/2020 13:19;kkl123;"this coming qr is for end june
one qr is 3 month , so next coming qr is for end june,
may announe by end nov for next qr or eariler .
but this coming qr which was closed on end june
need to announ by end aug, of course can be announced today"
19/8/2020 13:20;kkl123;sorry next qr is end sep
19/8/2020 13:21;kkl123;"guys
safer than you put money in public bank"
19/8/2020 14:42;8888_;"Last qr MCO 1.5 month cannot go to work now no more.
Gunnerman last qr june, right?
19/08/2020 1:07 PM"
19/8/2020 15:45;newbie5354_;Mother cheaper than sons Focus, Komarkcorp what logic?
19/8/2020 15:46;newbie5354_;90% Fintec is Focus true? Why Fintec not even 10% Focus ie 19.7 sen?
19/8/2020 15:48;newbie5354_;Focus 2.21 new high today why not Fintec?
19/8/2020 15:48;newbie5354_;Komarkcorp 1.11 today not highest ever? Why Fintec no follow to new high?
19/8/2020 15:50;TradeNewBie;climbing
19/8/2020 15:51;TradeNewBie;people buy alot just now at 0.13
19/8/2020 16:29;RJ87;"f*cking hell...that queue size is crazy man....
Which potato sapu like that?"
19/8/2020 16:39;sd99;yea lor....today crazy...i sold tooo early @.125
19/8/2020 16:47;azta12;keep steady ,,
19/8/2020 17:41;i3gambler;"I have updated my spreadsheet,
The market value of its quoted stocks at today closing is 1148m, or RM0.845 per share."
19/8/2020 19:19;TradeNewBie;Friday and next week is show time
19/8/2020 19:29;charlie chia;"Nta very high but not moving at all
Still at 13 Cts which is about 15% of NTA
Really disappointed"
19/8/2020 20:33;Naz90;its time for fintec price up to the moon.. people realise its NTA
19/8/2020 20:43;techie1982;Fintec is a vehicle used to hold shares, they won't sell, hence the value means nothing. Operators plays the pump and dump in the baby counters and make their money there. Just look at the top20 shareholders of fintec, it's so scattered as compare to the other companies where top20 holds above 90%. Run guys ! Run !!!
19/8/2020 20:44;pineapple123;Don’t sell. The next wave coming!
19/8/2020 20:52;techie1982;Most like a fintec holder also holds the baby companies. Stop chasing fantasy, is a friendly advise to all... I can't talk too much else I will be in trouble. All the best!
19/8/2020 21:41;Youghin;Lol, techie1982 who paid you to gv bad comments? New account ... LOL
19/8/2020 21:42;Youghin;Fintec will be next Focus
19/8/2020 22:56;atmw81;Buy fintec as seacera will be lifted out from pn17.
20/8/2020 17:42;pineapple123;"Some people think safest to buy when share price was low before around 4.5c to 6c.
They forgotten the fate of the fintec have changed and they have turnaround it."
20/8/2020 18:32;TradeNewBie;fintec for past few quarters are improving... expect good results for this coming quarter
20/8/2020 18:32;TradeNewBie;price has not reflected versus nta
20/8/2020 18:32;TradeNewBie;still got room to reach RM 0.80
20/8/2020 20:18;ONTHEWAY;Hold tight on the way
20/8/2020 20:29;kkl123;"this coming qr will be announced before next friday ,
not good only make 250millions
next qr improve to min 800 millions ., may touch 1 billion
overtake topglove .king of saham 2020"
20/8/2020 22:08;Up_again;Worth to add to portfolio before qr out
20/8/2020 23:01;sense75;@TradeNewBie not reflected as Fintec did not sell the share and declare dividend. this NTA only due to share paper gain
20/8/2020 23:20;TradeNewBie;correct @sense75.... but the holding of shares and current holdings of shares
20/8/2020 23:20;TradeNewBie;should be fair value of at least RM 0.80
20/8/2020 23:21;TradeNewBie;then again...it is all depending on the confident of buyers
20/8/2020 23:21;TradeNewBie;now fintec really no appreciate up
20/8/2020 23:22;TradeNewBie;correct me if I am wrong
20/8/2020 23:22;TradeNewBie;anyway... tomorrow I qué for lower price
20/8/2020 23:39;sense75;unless got someone to acquire Fintec and privatise .. haha.. then u spend less than 20 cents but gain 80 cents
20/8/2020 23:39;Up_again;"Well insiders are converting at 0.16 cost, they must know something
https://www.klsescreener.com/v2/announcements/view/3210843"
20/8/2020 23:45;TradeNewBie;yes.. @up_again ... something brewing... that's why I buy little from time to time
20/8/2020 23:45;TradeNewBie;now I fishing for lower price... hopefully tomorrow it will come down
20/8/2020 23:46;TradeNewBie;please come down as low as possible ... 0.09 if possible
20/8/2020 23:47;sense75;@Up_again agree on this. but they cannot announce the news so soon as it will be offensed
20/8/2020 23:51;sense75;＠TradeNewbie no way to go down 0.09 again... they are going to release QR soon
20/8/2020 23:54;TradeNewBie;"@sense75
anything is possible
anyway...I qué to buy at 0.115"
20/8/2020 23:54;TradeNewBie;I think it is possible for tomorrow
20/8/2020 23:55;TradeNewBie;"good luck everyone
wish everybody earn big bucks for fintec"
20/8/2020 23:55;TradeNewBie;I already have some holdings previously
20/8/2020 23:57;Up_again;"Bought at 0.12 then 0.115
Yes, but upon weakness and hold.
A good chance of TP 40-60% when the big holders decide to push"
21/8/2020 1:09;FarmbesFlyer;Watch out. To fly soon
21/8/2020 9:03;azta12;collect and hold
21/8/2020 9:11;TradeNewBie;people buying to 0.14
21/8/2020 9:20;kkl123;"sell off all your other shares pbb topglove maybank tenaga.......
buy FINTEC"
21/8/2020 9:22;TradeNewBie;please sell your fintec
21/8/2020 9:22;TradeNewBie;don't buy fintec...
21/8/2020 9:23;TradeNewBie;hahaha
21/8/2020 9:23;kkl123;you sell you will suicide!
21/8/2020 9:28;azta12;otw to stay above 0.20 lvl soon, be patience.
21/8/2020 9:30;TradeNewBie;I am not selling ..
21/8/2020 9:30;TradeNewBie;I want to buy but lower price
21/8/2020 9:31;TradeNewBie;waiting for good price
21/8/2020 9:31;TradeNewBie;surely operators will push down to collect
21/8/2020 9:33;Up_again;Hehe I am looking to enter again at 0.125 too
21/8/2020 9:34;TradeNewBie;0.12 is good price for me
21/8/2020 9:42;TradeNewBie;fintec coming down
21/8/2020 9:43;TradeNewBie;it is selling down
21/8/2020 9:55;sd99;"hope its goes back to .115 /.110
i want to collect back :) :)"
21/8/2020 10:00;Warrenbuffet888;Sd99 , you are in the dream :)
21/8/2020 10:14;kkl123;"if you scared , want to play safe
wait for qr announce soon
then buy cheap cheap drop to 0.12"
21/8/2020 10:16;sd99;haha... just hoping :) lets see later today..
21/8/2020 10:30;fl888;Fantastic qtr profit announcement anytime this week...see how much Fintec just by playing AT, VSolar, Focus, Komark,Netx,...u name it...Fintec has it...
21/8/2020 10:32;Johnny Lawrence;when will QR be out?
21/8/2020 10:36;fl888;Compulsory by 31-8-2020 for June qtr....last 3 qtr.....revunue not more than RM6 million but profit more than RM50 million above.....this qtr sure report RM100 million profit...
21/8/2020 11:07;IvanC;short term TP 0.185
21/8/2020 11:11;TradeNewBie;everybody huat ah
21/8/2020 11:33;Johnny Lawrence;thanks fl888
21/8/2020 12:08;Johnny Lawrence;fl888 - Ya I saw the same numbers as well. But, I don't understand, how can profit be higher than revenue?
21/8/2020 12:30;Harley Dav;hi just entered 500lots at 135c...
21/8/2020 12:52;Fong Kh;"Left to right; right to left"
21/8/2020 14:10;menort;Got time watch Wolf of Wall Street movie. Pattern of Fintec.
21/8/2020 14:24;Up_again;"Just like this recent acquisition, bought at average 40 cents per share, Saudee
https://www.klsescreener.com/v2/announcements/view/3213355"
21/8/2020 15:06;TradeNewBie;fintec no energy liao
21/8/2020 15:07;TradeNewBie;need to wait at 4pm
21/8/2020 15:07;TradeNewBie;to see showtime
21/8/2020 15:11;TradeNewBie;holy mama... people just sapu all at 0.135
21/8/2020 15:24;TradeNewBie;@menort...are u still collecting??
21/8/2020 15:24;Naz90;again 0.135 up for sale..
21/8/2020 15:51;fl888;After 5pm , announce good qtr result for shareholder to enjoy sweet weekend f..
21/8/2020 15:53;singkalin;Keep diluting the share price
21/8/2020 16:06;Joe;Maybe wants to press down below 0.12 to collect cheaper....Sell first...buy cheaper later...
21/8/2020 16:20;Joe;But if results good, going to fly above 0.20...just watch carefully....
21/8/2020 16:28;TradeNewBie;when is the quarter report gonna announce??
21/8/2020 16:29;TradeNewBie;@fl888...are u sure the quarter results will announce today??
21/8/2020 17:21;Up_again;Not this week la
21/8/2020 19:38;i3gambler;"Updated my spreadsheet with today closing prices.
The market value of its quoted stocks at today closing is 1322m, or RM0.969 per share."
21/8/2020 20:05;Kingston1;"Next week fly?
https://www.facebook.com/103165771496030/posts/119322659880341/"
21/8/2020 20:46;SkyHigh5959;@Kingston I didn’t see TTBgot mention Fintec
21/8/2020 22:48;Up_again;QR report coming soon, going to be very good
21/8/2020 23:35;charlie chia;Investment profit not declare any dividend or bonus issue is no good for investors. Need to distribute out dividend or bonus share to stimulate this counter
